%Frequency (Hz)	S1,1 Mag 	S1,1 u(Mag) 	S1,1 Phase (°)	S1,1 u(Phase) (°)	S2,1 Mag 	S2,1 u(Mag) 	S2,1 Phase (°)	S2,1 u(Phase) (°)	S1,2 Mag 	S1,2 u(Mag) 	S1,2 Phase (°)	S1,2 u(Phase) (°)	S2,2 Mag 	S2,2 u(Mag) 	S2,2 Phase (°)	S2,2 u(Phase) (°)
1714406166.666670000	0.543971861	0.002275150	-163.039228527	0.267658700	0.811990610	0.002031847	111.092861500	0.175474382	0.812023315	0.002004771	111.091626144	0.174407512	0.540687203	0.002073965	-157.561464894	0.265232463
1728572333.333330000	0.561171731	0.002272185	-167.124433391	0.261085674	0.800862477	0.002003111	106.781461408	0.176213716	0.800902820	0.002003268	106.777471704	0.176218170	0.558230817	0.002072547	-161.815638550	0.260082953
1742738500.000000000	0.574687117	0.002271081	-171.134799544	0.256341178	0.791808880	0.002049758	102.559584877	0.181180431	0.791832014	0.002049902	102.555061041	0.181185761	0.571915351	0.002167992	-165.912960745	0.265749631
1756904666.666670000	0.585085608	0.002392986	-175.111859815	0.265702811	0.784589975	0.002055393	98.431470524	0.183372361	0.784627838	0.002055532	98.424965381	0.183375387	0.582077841	0.002214974	-169.963583177	0.267632722
1771070833.333330000	0.592895883	0.002376103	-179.070004771	0.261664374	0.779097730	0.002015383	94.374820249	0.181832506	0.779139588	0.002015489	94.365588606	0.181832085	0.589829689	0.002201492	-173.984654542	0.264695907
1785237000.000000000	0.597870086	0.002318616	177.027295187	0.254466216	0.775598200	0.002005212	90.357901179	0.182097508	0.775610266	0.002005269	90.344147074	0.182098817	0.595258033	0.002143452	-177.883808232	0.258178837
1799403166.666670000	0.599702410	0.002310599	173.141655693	0.253816714	0.774305608	0.002041366	86.350977023	0.185371155	0.774234326	0.002041199	86.327282810	0.185373233	0.597254579	0.002144771	178.296151736	0.258699997
1813569333.333330000	0.598837667	0.002335196	169.230581854	0.256920915	0.775042823	0.002025119	82.346017825	0.184445972	0.774968508	0.002024953	82.327490806	0.184446663	0.595914180	0.002181686	174.430831238	0.263042639
1827735500.000000000	0.595576460	0.002298490	165.272804572	0.255019453	0.777642001	0.001977349	78.340882549	0.181096752	0.777542440	0.001977073	78.320610077	0.181096493	0.592571695	0.002138937	170.503172520	0.260974075
1841901666.666670000	0.589425733	0.002273279	161.309028853	0.254983987	0.782051702	0.002007989	74.290363104	0.182846832	0.781895771	0.002007581	74.270421368	0.182845514	0.587119469	0.002106574	166.634044787	0.260158543
1856067833.333330000	0.579883639	0.002321078	157.282906722	0.263699224	0.788539113	0.002080947	70.153518152	0.187280440	0.788348437	0.002080418	70.135760851	0.187279529	0.577941646	0.002166149	162.801030500	0.269221607
1870234000.000000000	0.567266621	0.002369161	153.117073662	0.273988997	0.797062894	0.002075773	65.949658591	0.186005784	0.796890784	0.002075251	65.931325816	0.186001314	0.564827718	0.002246550	158.861961937	0.281881156
1884400166.666670000	0.551808643	0.002301003	148.809983818	0.273291786	0.807349555	0.002042506	61.671158474	0.182660759	0.807171246	0.002042027	61.650676581	0.182659414	0.549310500	0.002189140	154.776505390	0.282410401
1898566333.333330000	0.532815333	0.002214071	144.433725304	0.271776969	0.819135169	0.002073162	57.275484863	0.183303737	0.818924332	0.002072622	57.256737359	0.183303481	0.531382128	0.002093421	150.694587846	0.279423937
1912732500.000000000	0.509633130	0.002190406	139.937334960	0.279692382	0.832392051	0.002105866	52.709957856	0.183966918	0.832176664	0.002105300	52.693705824	0.183965518	0.508872479	0.002067776	146.645660516	0.286069924
1926898666.666670000	0.482483982	0.002188613	135.207773518	0.292627043	0.847143276	0.002067587	47.995993748	0.179915754	0.846933462	0.002067047	47.979591287	0.179914246	0.481182172	0.002093507	142.457230883	0.301019508
1941064833.333330000	0.451399038	0.002133174	130.246295391	0.302526249	0.863079671	0.002059219	43.133002647	0.177826099	0.862856850	0.002058691	43.113006370	0.177826208	0.450052386	0.002064397	138.021445666	0.312783627
1955231000.000000000	0.415709671	0.002073923	125.191050076	0.315882536	0.879520920	0.002109898	38.095299227	0.179260041	0.879174919	0.002109067	38.069680267	0.179260005	0.415793060	0.002002035	133.580524521	0.323430397
1969397166.666670000	0.375244745	0.002072338	119.951984066	0.345155840	0.895668503	0.002130136	32.834463557	0.179027118	0.895281848	0.002129209	32.813971475	0.179026905	0.376463664	0.002015528	129.358496221	0.351228473
1983563333.333330000	0.330029599	0.002076956	114.329034946	0.387246747	0.911422548	0.002120287	27.390445659	0.177715158	0.911066220	0.002080679	27.369599276	0.175310534	0.331320991	0.002029975	125.257699012	0.392168188
1997729500.000000000	0.280382937	0.001983458	108.423288882	0.428302471	0.926435965	0.002098074	21.760125261	0.174788842	0.926067744	0.002097277	21.742291051	0.174790610	0.282093680	0.002039893	121.188072657	0.450096849
2011895666.666670000	0.226965752	0.001920575	102.375236056	0.504004414	0.939489841	0.002110387	15.965552802	0.174702134	0.939132221	0.002109577	15.948555019	0.174701598	0.230344354	0.001966841	117.744955304	0.518646902
2026061833.333330000	0.169831082	0.001927494	95.761153536	0.664254908	0.949840258	0.002104044	10.028067154	0.173896005	0.949546387	0.002103403	10.015747991	0.173896376	0.176083464	0.001962321	116.191794881	0.660828267
2040228000.000000000	0.109396991	0.001897917	87.929490032	1.004687081	0.957289035	0.002075259	3.985787661	0.172282942	0.957074993	0.002074827	3.969813111	0.172284269	0.120009046	0.001975412	118.937059199	0.959783003
2054394166.666670000	0.047804201	0.001903928	76.187990916	2.284593964	0.961334430	0.002080807	-2.141824469	0.172766741	0.961148687	0.002080427	-2.153846640	0.172767917	0.068683843	0.001976142	135.334127531	1.660577474
2068560333.333330000	0.017407017	0.001909315	-71.802684159	6.288976732	0.961620435	0.002058942	-8.287366163	0.171551121	0.961443865	0.002087849	-8.299769413	0.172809254	0.052508502	0.001963676	-170.883389584	2.152517582
2082726500.000000000	0.078609937	0.001947158	-99.508927829	1.424022352	0.958110408	0.002081610	-14.421118049	0.174204547	0.958049959	0.002081501	-14.428524943	0.174205496	0.091849158	0.001965671	-137.458073798	1.238450290
2096892666.666670000	0.139416815	0.001964568	-108.108588837	0.819662629	0.951163524	0.002090747	-20.482619251	0.175853536	0.951182745	0.002090782	-20.493553827	0.175853242	0.146235356	0.001941538	-130.395718513	0.781093459
2111058833.333330000	0.196800159	0.002044091	-115.137547516	0.613164271	0.941180193	0.002084853	-26.433677550	0.177015811	0.941190764	0.002084951	-26.442978109	0.177018909	0.201714810	0.001981168	-130.390046952	0.591084355
2125225000.000000000	0.251305298	0.002089828	-121.465339723	0.499523865	0.928707084	0.002066784	-32.251634104	0.177792767	0.928734238	0.002066955	-32.262312858	0.177797809	0.254256085	0.002018050	-132.868816109	0.493188746
2139391166.666670000	0.302597312	0.002095160	-127.359034274	0.422261930	0.914264980	0.002120960	-37.912172149	0.182676968	0.914338510	0.002121141	-37.921447007	0.182678110	0.302914617	0.002068943	-136.456981706	0.435029818
2153557333.333330000	0.348608054	0.002143250	-132.954159707	0.382325815	0.898756166	0.002125147	-43.370631269	0.185162455	0.898843085	0.002125379	-43.390714833	0.185162766	0.348059554	0.001974836	-140.536446424	0.375563567
2167723500.000000000	0.389351872	0.002228132	-138.346752612	0.361465313	0.882752832	0.002077033	-48.651648723	0.184770869	0.882804292	0.002077228	-48.669305986	0.184774449	0.389266241	0.001999938	-144.787413698	0.349545101
2181889666.666670000	0.426466130	0.002246303	-143.549954854	0.337775565	0.866620361	0.002053329	-53.757338301	0.185845604	0.866660325	0.002053417	-53.778480287	0.185846383	0.425697774	0.002059585	-149.017329934	0.337744433
2196055833.333330000	0.459656489	0.002222791	-148.503056244	0.315604473	0.850822288	0.002112312	-58.693380472	0.191756770	0.850928908	0.002112536	-58.708390274	0.191756295	0.457336834	0.002086809	-153.214655928	0.325226434
2210222000.000000000	0.487615800	0.002247163	-153.185880674	0.304215390	0.836242360	0.002090247	-63.442044658	0.192863289	0.836454457	0.002090768	-63.453889506	0.192862796	0.484869617	0.002048413	-157.447529478	0.310074028
2224388166.666670000	0.511077516	0.002350824	-157.713829694	0.306476652	0.822999400	0.002028618	-68.043846044	0.191460157	0.823178812	0.002029119	-68.044847059	0.191463076	0.508640267	0.002067457	-161.645445097	0.303536800
2238554333.333330000	0.531387193	0.002380353	-162.181848183	0.300785883	0.810830641	0.002048060	-72.514213966	0.194750022	0.810979654	0.002048370	-72.515978990	0.194743969	0.528776110	0.002164733	-165.682520750	0.307119461
2252720500.000000000	0.548279542	0.002319743	-166.518968620	0.288346568	0.800311920	0.002097427	-76.868589094	0.200014265	0.800422430	0.002097588	-76.867470109	0.200006861	0.545134931	0.002188392	-169.608418837	0.304351202
2266886666.666670000	0.561432372	0.002298984	-170.677228802	0.282006522	0.791993135	0.002053073	-81.111033518	0.198882043	0.792101378	0.002053396	-81.114221131	0.198885058	0.557788275	0.002103237	-173.555358151	0.293538639
2281052833.333330000	0.571432963	0.002354057	-174.756514334	0.284696651	0.785455934	0.001998979	-85.279321224	0.197002759	0.785559842	0.001999195	-85.279566168	0.197000645	0.567580213	0.002102649	-177.488948756	0.291534138
2295219000.000000000	0.578643365	0.002370744	-178.822330154	0.284241730	0.780297418	0.002017574	-89.390522851	0.199461555	0.780371320	0.002017689	-89.394926809	0.199456858	0.575009522	0.002178303	178.681774835	0.296903112
2309385166.666670000	0.582772275	0.002302301	177.176600578	0.277030031	0.777157659	0.002042465	-93.473483967	0.202121637	0.777223101	0.002042621	-93.472328363	0.202119359	0.579274019	0.002191886	174.920719999	0.297650400
2323551333.333330000	0.583938886	0.002287671	173.240105073	0.275839877	0.776439186	0.002020015	-97.538743002	0.201283620	0.776513453	0.002020208	-97.537718335	0.201283819	0.579970525	0.002122140	171.102425905	0.292463498
2337717500.000000000	0.582556750	0.002412535	169.302231247	0.288824981	0.777571203	0.001973204	-101.597655752	0.199391755	0.777634411	0.002019032	-101.595151690	0.201503647	0.578112023	0.002152197	167.222147715	0.297935558
2351883666.666670000	0.578394972	0.002367517	165.348574163	0.286744373	0.780179391	0.002022298	-105.668391051	0.201921076	0.780245482	0.002022427	-105.668700223	0.201919924	0.574210225	0.002200397	163.360134648	0.302516453
2366049833.333330000	0.570837593	0.002287719	161.388386565	0.282208524	0.784759620	0.002055173	-109.789167604	0.203889583	0.784800538	0.002055333	-109.787906250	0.203891938	0.567009901	0.002213339	159.511194371	0.306619652
2380216000.000000000	0.560127201	0.002239242	157.366193660	0.282060522	0.791659918	0.002051557	-113.991503064	0.203128467	0.791694534	0.002051668	-113.990535483	0.203129481	0.555977642	0.002124080	155.556542121	0.302973873
2394382166.666670000	0.546771847	0.002265228	153.254646878	0.290051199	0.800344311	0.002017704	-118.258147811	0.200392981	0.800393912	0.002017827	-118.257549668	0.200392536	0.542209714	0.002081973	151.471782123	0.304352797
2408548333.333330000	0.530325834	0.002255374	149.079926149	0.296234592	0.810230035	0.002039870	-122.609722569	0.200935824	0.810282870	0.002040002	-122.609608025	0.200936055	0.525973463	0.002117526	147.328101638	0.313727231
2422714500.000000000	0.509764223	0.002178501	144.861636370	0.296918708	0.821650759	0.002076091	-127.090552039	0.202140854	0.821694174	0.002076203	-127.087297481	0.202140746	0.505835832	0.002116769	143.151553566	0.321625296
2436880666.666670000	0.485110794	0.002139293	140.521276717	0.303701474	0.834806997	0.002067600	-131.737147352	0.200451368	0.834853272	0.002067687	-131.737070751	0.200450353	0.481181534	0.002049919	138.822295731	0.324935489
2451046833.333330000	0.457075909	0.002143266	136.042952435	0.318536655	0.849100800	0.002046872	-136.520512618	0.198147805	0.849165758	0.002047031	-136.518845290	0.198147149	0.453041413	0.002023683	134.301472451	0.334647455
2465213000.000000000	0.425202617	0.002124038	131.487596550	0.334251585	0.863899355	0.002086955	-141.443158984	0.199183331	0.863945575	0.002087085	-141.444203778	0.199185188	0.421486731	0.002056729	129.678427635	0.354846557
2479379166.666670000	0.388390363	0.002015746	126.921532647	0.342644771	0.879017410	0.002117060	-146.548236382	0.200060911	0.879040823	0.002100637	-146.548116262	0.199363495	0.385133256	0.002034805	125.025576350	0.374282180
2493545333.333330000	0.346953076	0.001986588	122.301570185	0.370375766	0.894197782	0.002083748	-151.866178208	0.196913209	0.894247009	0.002083815	-151.866233050	0.196911535	0.343856598	0.001975619	120.255325840	0.395802978
2507711500.000000000	0.301871937	0.001960389	117.658162412	0.411105645	0.908782285	0.002069063	-157.345984871	0.195354532	0.908858750	0.002069235	-157.347267781	0.195354042	0.298850546	0.001952706	115.358881220	0.434568171
2521877666.666670000	0.252865973	0.001944805	113.231848533	0.475258933	0.922096624	0.002086162	-162.973973001	0.195555314	0.922154982	0.002086293	-162.975012691	0.195555607	0.250165966	0.001947785	110.565511555	0.498623816
2536043833.333330000	0.199689525	0.001883848	109.471020537	0.568348854	0.933465092	0.002083657	-168.761918173	0.195025311	0.933516597	0.002083773	-168.761092585	0.195025423	0.197239348	0.001940770	106.202899613	0.606938125
2550210000.000000000	0.143885686	0.001876261	107.159458566	0.767450303	0.942322235	0.002071137	-174.694241683	0.194285611	0.942381897	0.002071250	-174.695548006	0.194285024	0.141197643	0.001920310	102.668535003	0.810984095
2564376166.666670000	0.087508187	0.001877741	109.350914151	1.242759495	0.948317044	0.002068626	179.288600217	0.194291388	0.948387432	0.002068776	179.288044571	0.194291379	0.083967382	0.001914945	101.976518085	1.325781591
2578542333.333330000	0.037409115	0.001891789	137.594046421	2.905759406	0.950998627	0.002070079	173.221061665	0.194759595	0.951071563	0.002070229	173.221123198	0.194759289	0.029348602	0.001917845	123.646931641	3.751919747
2592708500.000000000	0.049851021	0.001912484	-140.610608865	2.206282864	0.950138011	0.002067200	167.137387694	0.195315770	0.950215591	0.002067374	167.137730161	0.195316118	0.042885008	0.001916336	-129.914026457	2.570407556
2606874666.666670000	0.103575819	0.001954592	-125.721307746	1.095935610	0.945961460	0.002074861	161.085769043	0.196621303	0.946045903	0.002075080	161.088144104	0.196622298	0.099337071	0.001923534	-119.891046322	1.134318940
2621040833.333330000	0.159199021	0.001987341	-125.496405607	0.737711617	0.938634103	0.002081997	155.112785846	0.198175723	0.938728189	0.002082187	155.114949573	0.198175275	0.155238846	0.001925805	-121.570092804	0.748214097
2635207000.000000000	0.213766093	0.002031694	-128.534548689	0.574209521	0.928363585	0.002078085	149.250088386	0.199486264	0.928460880	0.002078274	149.251912770	0.199485042	0.209294469	0.001916874	-125.642508963	0.573911519
2649373166.666670000	0.265628199	0.002086552	-132.528024661	0.486646187	0.915941778	0.002064926	143.515281643	0.200570178	0.916034390	0.002065160	143.515050663	0.200571205	0.260865952	0.001942078	-130.234532714	0.487168948
2663539333.333330000	0.312678621	0.002132913	-136.874627212	0.432671299	0.902279810	0.002093070	137.939320180	0.203811870	0.902382097	0.002093384	137.940171112	0.203815626	0.307931576	0.001970801	-134.825416300	0.436611594
2677705500.000000000	0.355022518	0.002150056	-141.502510958	0.393423624	0.887656772	0.002095439	132.548877745	0.205976391	0.887766282	0.002095682	132.548982640	0.205974465	0.349816261	0.001962644	-139.555848800	0.399398989
2691871666.666670000	0.394032180	0.002202374	-146.220330998	0.370629649	0.872244359	0.002052189	127.338900002	0.205959878	0.872374880	0.002052446	127.339497159	0.205959067	0.387961377	0.001960343	-144.420631145	0.374642961
2706037833.333330000	0.429230363	0.002260689	-150.757351219	0.356405226	0.856954391	0.002050179	122.290305597	0.208062802	0.857080460	0.002050584	122.288830005	0.208064614	0.422752086	0.002015234	-149.112300764	0.363558537
2720204000.000000000	0.458995697	0.002295571	-155.130025052	0.344096603	0.842715509	0.002099752	117.398971754	0.212943280	0.842816949	0.002099918	117.399513910	0.212941869	0.452563594	0.002078480	-153.537274638	0.357981159
2734370166.666670000	0.484033578	0.002265616	-159.524703561	0.328711593	0.829559544	0.002070504	112.679617147	0.213490515	0.829679853	0.002070690	112.678607489	0.213483803	0.477191859	0.002047110	-157.928963811	0.345264905
2748536333.333330000	0.506293972	0.002275573	-163.893512584	0.320545410	0.817084453	0.002013379	108.123284970	0.212498304	0.817206606	0.002013677	108.120563064	0.212498805	0.498605099	0.002026338	-162.355384375	0.336696365
2762702500.000000000	0.525500069	0.002329656	-168.064143511	0.319104142	0.805907985	0.002040332	103.672632624	0.215953310	0.805994324	0.002040600	103.668114306	0.215955766	0.517458147	0.002095020	-166.606078247	0.337704872
2776868666.666670000	0.540043474	0.002336417	-172.089374744	0.314860366	0.796867467	0.002065245	99.298155139	0.219213438	0.796940392	0.002065415	99.295926890	0.219211917	0.532176066	0.002143705	-170.621385555	0.338384091
2791034833.333330000	0.550645235	0.002288484	-176.156060423	0.306934355	0.789725838	0.002010260	95.027954419	0.217524293	0.789832266	0.002010434	95.023012273	0.217521179	0.542582048	0.002077210	-174.624275566	0.330492751
2805201000.000000000	0.559306914	0.002299458	179.764434314	0.305791672	0.783922179	0.001980993	90.865169640	0.217244238	0.784011268	0.001981179	90.857676648	0.217241476	0.550596623	0.002057346	-178.695003196	0.327710220
2819367166.666670000	0.565533205	0.002424866	175.834122918	0.315603284	0.779762307	0.002005086	86.732739078	0.220728765	0.779805955	0.002021066	86.724278294	0.221850016	0.556590990	0.002173801	177.352782056	0.341109360
2833533333.333330000	0.567539048	0.002355117	171.995564311	0.309773481	0.777835524	0.002039231	82.582629577	0.222709244	0.777881083	0.002039287	82.575130704	0.222705693	0.558933304	0.002209818	173.555520754	0.339745838
2847699500.000000000	0.566012757	0.002278396	168.043832101	0.304005568	0.778040863	0.002003254	78.450068247	0.221124488	0.778085423	0.002003345	78.441395900	0.221123128	0.557410835	0.002126033	169.684226783	0.334291418
2861865666.666670000	0.562861440	0.002270522	164.012769491	0.305090581	0.779893573	0.001992184	74.362344583	0.220880539	0.779931628	0.001992253	74.353075178	0.220879580	0.553825874	0.002080539	165.690150130	0.332676376
2876031833.333330000	0.557333316	0.002308774	160.064267895	0.311281311	0.783317938	0.002024699	70.228332124	0.222879308	0.783330267	0.002024716	70.218415564	0.222878131	0.548288390	0.002144122	161.763167853	0.340236243
2890198000.000000000	0.547517647	0.002270303	156.138687427	0.311821309	0.788595836	0.002036534	65.989857976	0.223479383	0.788606327	0.002036541	65.981745536	0.223478702	0.538945726	0.002161958	157.920774525	0.345470686
2904364166.666670000	0.534011922	0.002193827	152.025124003	0.309939401	0.795989841	0.002008081	61.689340969	0.221482477	0.795993879	0.002008085	61.677930202	0.221482080	0.525630106	0.002070816	153.928807598	0.342596130
2918530333.333330000	0.518394902	0.002191606	147.769094958	0.316117784	0.805155154	0.002003164	57.352879757	0.220734694	0.805148981	0.002003169	57.340669840	0.220735546	0.509941660	0.002039735	149.759240451	0.345621258
2932696500.000000000	0.499709048	0.002216061	143.555219347	0.327116982	0.815505267	0.002094692	52.897530052	0.225443513	0.815466105	0.002067884	52.884683287	0.223711885	0.491581481	0.002129448	145.617763029	0.363106213
2946862666.666670000	0.476046694	0.002174510	139.329032278	0.333483504	0.827029077	0.002080029	48.273883553	0.223507183	0.826967209	0.002079876	48.259473848	0.223506336	0.468536454	0.002122745	141.511099947	0.370138441
2961028833.333330000	0.447956209	0.002082596	134.843269787	0.336651081	0.840148778	0.002038001	43.492952590	0.220420149	0.840107533	0.002037831	43.480661742	0.220417065	0.440837250	0.002020164	137.177091443	0.371750806
2975195000.000000000	0.416776028	0.002053545	130.168810004	0.350322349	0.854400037	0.002039768	38.601839311	0.219661784	0.854329606	0.002039642	38.589114387	0.219662462	0.410141005	0.001979354	132.643566637	0.382223919
2989361166.666670000	0.381691007	0.002056714	125.531182692	0.373503721	0.868738589	0.002092353	33.539606833	0.221415992	0.868622517	0.002092198	33.527566252	0.221422978	0.375961089	0.002029945	128.198420302	0.408902225
3003527333.333330000	0.341300199	0.001984285	120.905659147	0.393796249	0.882738577	0.002089888	28.276595751	0.220546740	0.882618976	0.002089600	28.270811429	0.220545461	0.336511315	0.002006938	123.894434751	0.434686201
3017693500.000000000	0.296365805	0.001920716	116.077447417	0.426504070	0.896551597	0.002026813	22.823394500	0.217032424	0.896458921	0.002026503	22.812488393	0.217027921	0.292391561	0.001954591	119.470033091	0.467983057
3031859666.666670000	0.248002957	0.001890297	111.290153279	0.484582324	0.909594531	0.002066545	17.230768133	0.218348700	0.909458043	0.002066258	17.218293176	0.218349282	0.245373007	0.001929006	115.141796859	0.524459805
3046025833.333330000	0.195970459	0.001916639	107.104611746	0.602275580	0.920728104	0.002079503	11.482053405	0.218665903	0.920546138	0.002079185	11.473748850	0.218669137	0.195171026	0.001975168	111.722760622	0.641953999
3060192000.000000000	0.140329244	0.001857513	104.082915600	0.788289377	0.929243966	0.002079550	5.595807706	0.219223186	0.929103549	0.002076041	5.586612381	0.218465523	0.141171912	0.001923625	110.177054403	0.827527340
3074358166.666670000	0.082965776	0.001854070	104.382913930	1.300798060	0.935120666	0.002041043	-0.410437210	0.217219585	0.934981563	0.002040669	-0.417766295	0.217217743	0.085997321	0.001927780	113.197947079	1.311149230
3088524333.333330000	0.029936670	0.001849200	130.553169097	3.545644851	0.937941048	0.002059372	-6.462047141	0.218440785	0.937739992	0.002058934	-6.474475507	0.218440852	0.038938475	0.001895135	141.369296927	2.802979185
3102690500.000000000	0.046433058	0.001886783	-132.283022758	2.341836346	0.937168103	0.002051529	-12.541169187	0.218830930	0.936982457	0.002051109	-12.546885228	0.218830758	0.050268757	0.001907934	-143.204239332	2.195834074
3116856666.666670000	0.103280940	0.001917579	-121.424156324	1.086021163	0.932995277	0.002068317	-18.596223446	0.220512328	0.932815098	0.002067918	-18.603954687	0.220512040	0.102763733	0.001897288	-126.580840165	1.093474967
3131022833.333330000	0.160196211	0.001977030	-122.517742447	0.741687614	0.925809305	0.002068797	-24.590242179	0.221739096	0.925636029	0.002068421	-24.597163192	0.221739490	0.157606859	0.001933935	-125.000110377	0.757704288
3145189000.000000000	0.214877444	0.001988621	-126.460744341	0.573095228	0.915688283	0.002052522	-30.459210841	0.222503961	0.915488468	0.002052088	-30.464742599	0.222504465	0.209587866	0.001917227	-127.496125673	0.594547630
3159355166.666670000	0.267423728	0.002041127	-131.140971557	0.489103411	0.902999398	0.002051474	-36.206060185	0.224139655	0.902782906	0.002050967	-36.209747035	0.224139353	0.259581293	0.001912667	-131.653863534	0.506756472
3173521333.333330000	0.316422055	0.002129218	-135.758195840	0.445576823	0.888738943	0.002077673	-41.816560244	0.227213323	0.888531138	0.002077202	-41.819629586	0.227213568	0.307665269	0.001941291	-135.980659126	0.459057516
3187687500.000000000	0.359904982	0.002179210	-140.472377185	0.413052516	0.873813053	0.002071740	-47.247044662	0.228940534	0.873589710	0.002071226	-47.249426697	0.228942289	0.350834405	0.001998555	-140.133713542	0.433790928
3201853666.666670000	0.398691382	0.002147175	-145.397569369	0.380438804	0.858403960	0.002036479	-52.459244422	0.229440508	0.858140045	0.002035887	-52.460011455	0.229441851	0.387765337	0.001970621	-144.521808251	0.407849133
3216019833.333330000	0.434702496	0.002196005	-150.204878915	0.365409919	0.842562645	0.002078208	-57.500966751	0.235484682	0.842307979	0.002005267	-57.499904258	0.230303438	0.421117029	0.001975904	-149.198238993	0.395057927
3230186000.000000000	0.466588635	0.002356984	-154.679809979	0.369125998	0.827093695	0.002069256	-62.401259103	0.235568703	0.826830691	0.002068662	-62.400430635	0.235571772	0.452351956	0.001993285	-153.664447030	0.382809836
3244352166.666670000	0.492430558	0.002317284	-159.058015240	0.353072698	0.813124055	0.002054642	-67.140574905	0.236989448	0.812855981	0.002053995	-67.138813010	0.236990083	0.479126429	0.002100465	-157.765667020	0.384286774
3258518333.333330000	0.514198702	0.002222267	-163.516312173	0.335551499	0.800622985	0.001992983	-71.692608322	0.235967141	0.800346867	0.001992290	-71.690356117	0.235968092	0.500077692	0.002036201	-161.839646312	0.372626221
3272684500.000000000	0.534290099	0.002217229	-167.865851835	0.328462453	0.788886407	0.001994425	-76.106784068	0.237960019	0.788613151	0.001993915	-76.103009385	0.237966493	0.517715837	0.002070384	-166.040122212	0.371284181
3286850666.666670000	0.550831324	0.002422937	-171.940848569	0.342699059	0.778387191	0.002055931	-80.435790840	0.243728363	0.778121616	0.002040528	-80.428921217	0.242091234	0.533860867	0.002099843	-170.086562724	0.372238394
3301016833.333330000	0.561987148	0.002374921	-175.948576207	0.335358597	0.770260535	0.002000021	-84.684664047	0.241864579	0.770019696	0.001999283	-84.678596194	0.241858483	0.546757296	0.002168081	-173.870410541	0.372996232
3315183000.000000000	0.570233297	0.002240265	179.924278535	0.322161023	0.764246343	0.001940583	-88.827327079	0.240143556	0.764002748	0.001939882	-88.821677227	0.240140836	0.554963645	0.002083642	-177.628504912	0.365690000
3329349166.666670000	0.577768601	0.002266603	175.850653151	0.322874746	0.759489561	0.001984926	-92.890290286	0.243673385	0.759243604	0.001984425	-92.882779306	0.243679851	0.560376074	0.002089133	178.509154186	0.365839940
3343515333.333330000	0.582079876	0.002415609	172.012504630	0.334799565	0.756251483	0.002022302	-96.937952899	0.246931283	0.756041161	0.002021535	-96.928334307	0.246918910	0.564507198	0.002204400	174.712876448	0.374088953
3357681500.000000000	0.581198694	0.002350219	168.191136994	0.330555012	0.755461752	0.001966763	-101.004492494	0.244561644	0.755268652	0.001965838	-100.996829886	0.244545241	0.565910264	0.002190432	171.046879251	0.373855469
3371847666.666670000	0.577870818	0.002207636	164.152042765	0.320747052	0.756908209	0.001939883	-105.053259083	0.243608951	0.756698428	0.001939253	-105.043462215	0.243603743	0.563319941	0.002092053	167.359319377	0.368480798
3386013833.333330000	0.574080500	0.002240258	160.075198576	0.325073495	0.759805297	0.001998709	-109.089877801	0.247060010	0.759600631	0.001998211	-109.079861995	0.247066935	0.558153643	0.002095238	163.575015019	0.371015069
3400180000.000000000	0.567008284	0.002374449	156.192524477	0.339119147	0.764174537	0.002009584	-113.187739229	0.247698788	0.764009178	0.002008729	-113.177076324	0.247674347	0.551348894	0.002191546	159.793760973	0.380594479
3414346166.666670000	0.554506340	0.002286778	152.270637345	0.336779533	0.770638837	0.001965258	-117.392401380	0.245259938	0.770474082	0.001964225	-117.383246624	0.245233932	0.541393653	0.002156133	156.035302327	0.381782040
3428512333.333330000	0.539185731	0.002146140	148.016786257	0.330035419	0.779288558	0.001981021	-121.665017841	0.245667468	0.779103835	0.001980495	-121.652696110	0.245661784	0.527490139	0.002066454	152.204615921	0.379611208
3442678500.000000000	0.522870177	0.002153542	143.636585937	0.336787122	0.789375228	0.002032826	-125.995792422	0.247826981	0.789205889	0.002032287	-125.986850290	0.247824559	0.510738807	0.002077956	148.263844308	0.386180185
3456844666.666670000	0.502831661	0.002233709	139.444245609	0.352337866	0.800502489	0.002035277	-130.451283602	0.247259458	0.800347197	0.002034489	-130.442729267	0.247244876	0.491225211	0.002146391	144.271846799	0.398927107
3471010833.333330000	0.476789523	0.002136793	135.189813896	0.354012612	0.813079105	0.002009293	-135.092811012	0.245314526	0.812909076	0.002008669	-135.084810303	0.245306192	0.467538949	0.002084144	140.234991649	0.402696779
3485177000.000000000	0.446777956	0.002007548	130.509988310	0.353752359	0.827155789	0.002021738	-139.890323533	0.245116156	0.826993683	0.002021286	-139.882090360	0.245114934	0.439571133	0.001991744	136.122536262	0.405249220
3499343166.666670000	0.414562303	0.002002489	125.635035905	0.368983460	0.841936608	0.002054087	-144.813366910	0.245824844	0.841788427	0.002053671	-144.806303177	0.245819969	0.408169512	0.002000730	131.951051428	0.420567199
3513509333.333330000	0.378160092	0.002034517	120.957081446	0.395579029	0.856715903	0.002056766	-149.907303683	0.245194277	0.856556360	0.002056130	-149.900484817	0.245187076	0.372761829	0.002037781	127.808421317	0.444923281
3527675500.000000000	0.335701708	0.001947651	116.265108882	0.414655266	0.871264423	0.002034886	-155.220805602	0.243629962	0.871108940	0.002034501	-155.216019755	0.243628527	0.332602678	0.001978786	123.791570141	0.465063775
